00077, 2.00,365,10,1000.0
00078, 7.50,  4, 4,1000.0
00079, 7.50,  1, 4,1000.0
00080, 1.67, 52, 3,1000.0
00081,16.67,  4, 3,1000.0
00082, 1.00,  4,30,1000.0
00083,20.00, 12, 1,1000.0
00084, 1.67,  1, 3,1000.0
00085,10.00,365, 5,1000.0
00086, 2.00, 52, 5,1000.0
00087, 1.00,  4,30,1000.0
00088, 4.29,365, 7,1000.0
00089, 0.33, 52,30,1000.0
00090, 0.71, 12, 7,1000.0
00091, 5.00,  1,10,1000.0
00092,25.00,  4, 2,1000.0
00093, 1.00,365,30,1000.0
00094, 0.17,365,30,1000.0
00095, 6.00,  1, 5,1000.0
00096,20.00, 12, 2,1000.0
00097,10.00,  4, 3,1000.0
00098, 1.25,  4, 4,1000.0
00099,30.00,  1, 1,1000.0
00100, 8.00,  4, 5,1000.0
00101, 4.00,  1, 5,1000.0
00102,13.33,  4, 3,1000.0
00103,10.00, 12, 3,1000.0
00104,13.33, 52, 3,1000.0
00105,12.50,365, 4,1000.0
00106, 3.00,  1,10,1000.0
00107, 1.43,  4, 7,1000.0
00108, 1.33,  1,30,1000.0
00109, 1.00,  4,30,1000.0
00110, 2.00,  1, 5,1000.0
00111,15.00,  1, 2,1000.0
00112, 1.00,  1,30,1000.0
00113, 0.17, 12,30,1000.0
00114, 2.00,365, 5,1000.0
00115,10.00, 52, 5,1000.0
00116, 1.00,  4, 5,1000.0
00117, 4.00,365, 5,1000.0
00118, 1.00,  4,30,1000.0
00119, 1.00, 12,10,1000.0
00120, 1.43, 12, 7,1000.0
00121, 1.33, 52,30,1000.0
00122,20.00,365, 2,1000.0
00123, 4.00,  1,10,1000.0
00124, 1.43,365, 7,1000.0
00125,10.00, 12, 4,1000.0
00126,40.00,365, 1,1000.0
00127, 2.50,365, 2,1000.0
00128, 5.71, 52, 7,1000.0
00129,30.00,  4, 1,1000.0
00130, 8.00, 12, 5,1000.0
00131, 1.67,  4, 3,1000.0
00132,16.67, 12, 3,1000.0
00133, 8.00, 52, 5,1000.0
00134, 2.50,  1, 2,1000.0
00135, 1.43, 12, 7,1000.0
00136, 7.14,  1, 7,1000.0
00137, 1.25,365, 4,1000.0
00138,20.00,365, 2,1000.0
00139, 1.00, 12,10,1000.0
00140,16.67,  4, 3,1000.0
00141, 7.50,  4, 4,1000.0
00142, 5.00, 12,10,1000.0
00143,10.00,365, 3,1000.0
00144, 5.00,365, 4,1000.0
00145,25.00, 12, 2,1000.0
00146, 4.00,  1, 5,1000.0
00147,20.00, 52, 2,1000.0
00148,40.00,  4, 1,1000.0
00149, 0.17,365,30,1000.0
00150, 5.00,  1, 1,1000.0
00151, 0.50,  1,10,1000.0
00152, 4.00, 52,10,1000.0
00153, 4.00,365, 5,1000.0
00154,20.00,  4, 1,1000.0
00155,10.00, 52, 3,1000.0
00156, 0.33,365,30,1000.0
00157, 1.67,  1, 3,1000.0
00158, 6.00,  4, 5,1000.0
00159, 1.00, 12, 5,1000.0
00160,10.00, 12, 3,1000.0
00161, 5.00, 52, 2,1000.0
00162,10.00,  1, 3,1000.0
00163, 2.00,  4,10,1000.0
00164,15.00,  1, 2,1000.0
00165,10.00,  1, 4,1000.0
00166,10.00,365, 2,1000.0
00167, 0.33, 12,30,1000.0
00168, 8.00,365, 5,1000.0
00169, 0.33,  4,30,1000.0
00170, 4.00,  1,10,1000.0
00171,12.50, 52, 4,1000.0
00172, 0.67, 12,30,1000.0
00173,20.00,365, 1,1000.0
00174, 7.50, 12, 4,1000.0
00175, 2.00, 52,10,1000.0
00176,30.00,365, 1,1000.0
00177, 0.71,  1, 7,1000.0
00178,13.33, 52, 3,1000.0
00179, 3.00, 52,10,1000.0
00180,10.00,  1, 3,1000.0
00181,13.33,  4, 3,1000.0
00182, 2.50,  4, 2,1000.0
00183, 8.00,  1, 5,1000.0
00184, 2.00,  4,10,1000.0
00185, 2.00, 52, 5,1000.0
00186, 1.25, 12, 4,1000.0
00187, 5.00,365, 4,1000.0
00188, 0.50,365,10,1000.0
00189, 4.00, 52,10,1000.0
00190, 0.50,365,10,1000.0
00191,15.00, 52, 2,1000.0
00192, 0.33,  4,30,1000.0
00193, 7.14,  1, 7,1000.0
00194, 4.00,  1,10,1000.0
00195, 3.00,365,10,1000.0
00196, 5.00,  1, 2,1000.0
00197,15.00,  1, 2,1000.0
00198,20.00, 52, 1,1000.0
00199, 3.00, 12,10,1000.0
00200,50.00,365, 1,1000.0
00201, 8.00, 52, 5,1000.0
00202,25.00, 52, 2,1000.0
00203,20.00, 52, 2,1000.0
00204, 0.67, 12,30,1000.0
00205, 7.14,  1, 7,1000.0
00206,40.00,  1, 1,1000.0
00207, 5.71,365, 7,1000.0
00208, 3.33,  4, 3,1000.0
00209,25.00, 52, 2,1000.0
00210, 1.00,365,10,1000.0
00211, 0.50,  4,10,1000.0
00212, 4.00,365, 5,1000.0
00213,12.50, 52, 4,1000.0
00214,15.00,365, 2,1000.0
00215, 5.00,365, 2,1000.0
00216, 0.67, 12,30,1000.0
00217, 1.00, 12, 5,1000.0
00218, 2.86,  1, 7,1000.0
00219, 1.67,  1, 3,1000.0
00220, 5.71,365, 7,1000.0
00221, 6.00, 12, 5,1000.0
00222, 7.14,  4, 7,1000.0
00223, 1.67, 52,30,1000.0
00224, 3.33,  4, 3,1000.0
00225, 0.33,  4,30,1000.0
00226, 6.00, 12, 5,1000.0
00227, 1.25,  1, 4,1000.0
00228, 3.33,  4, 3,1000.0
00229, 5.00,365, 2,1000.0
00230, 5.00,  1, 1,1000.0
00231,10.00,  4, 4,1000.0
00232, 6.00, 52, 5,1000.0
00233, 7.14, 12, 7,1000.0
00234, 1.00,  1, 5,1000.0
00235, 7.14, 12, 7,1000.0
00236, 0.17, 12,30,1000.0
00237, 4.00,  1, 5,1000.0
00238, 7.50,  4, 4,1000.0
00239, 2.50,  4, 2,1000.0
00240, 0.67,365,30,1000.0
00241, 5.71, 52, 7,1000.0
00242, 2.86, 12, 7,1000.0
00243, 4.29,  1, 7,1000.0
00244, 6.67,  1, 3,1000.0
00245,40.00, 12, 1,1000.0
00246, 1.25,365, 4,1000.0
00247, 6.00,  1, 5,1000.0
00248, 0.17, 12,30,1000.0
00249,20.00,365, 1,1000.0
00250, 1.43,  4, 7,1000.0
00251, 3.33,  4, 3,1000.0
00252,40.00, 52, 1,1000.0
00253, 2.86,  1, 7,1000.0
00254,20.00,  4, 2,1000.0
00255,25.00, 52, 2,1000.0
00256, 5.00, 52, 2,1000.0
00257, 7.14, 12, 7,1000.0
00258, 3.33, 52, 3,1000.0
00259, 4.00, 52,10,1000.0
00260, 2.00,  4,10,1000.0
00261, 1.43, 52, 7,1000.0
00262, 1.25, 12, 4,1000.0
00263, 7.14, 52, 7,1000.0
00264, 1.00, 52,30,1000.0
00265, 4.00, 12,10,1000.0
00266,20.00,  4, 1,1000.0
00267, 5.71, 52, 7,1000.0
00268, 1.00,  1, 5,1000.0
00269, 1.25,  4, 4,1000.0
00270,10.00, 12, 5,1000.0
00271, 6.67, 52, 3,1000.0
00272, 5.00, 52,10,1000.0
00273, 5.00, 12, 4,1000.0
00274, 7.14,  4, 7,1000.0
00275, 6.00,  4, 5,1000.0
00276, 1.43,  4, 7,1000.0
00277, 3.00,  1,10,1000.0
00278,15.00,  4, 2,1000.0
00279, 5.00,365, 1,1000.0
00280, 5.00, 52, 1,1000.0
00281, 0.33,  4,30,1000.0
00282, 0.33,365,30,1000.0
00283, 3.33,365, 3,1000.0
00284, 2.00,365,10,1000.0
00285, 6.00, 12, 5,1000.0
00286,20.00,  4, 1,1000.0
00287, 5.71, 12, 7,1000.0
00288,16.67,  4, 3,1000.0
00289, 5.00,  1, 1,1000.0
00290,12.50, 52, 4,1000.0
00291, 7.50,  1, 4,1000.0
00292, 7.50,365, 4,1000.0
00293, 6.67,  1, 3,1000.0
00294, 5.00, 12, 2,1000.0
00295, 5.71, 52, 7,1000.0
00296, 1.25,  1, 4,1000.0
00297,20.00,365, 1,1000.0
00298, 0.67,365,30,1000.0
00299, 8.00,  4, 5,1000.0
00300,10.00,  1, 5,1000.0
00301, 6.67, 12, 3,1000.0
00302,20.00,  4, 1,1000.0
00303, 1.67,  1,30,1000.0
00304, 1.43, 52, 7,1000.0
00305, 0.50, 12,10,1000.0
00306, 1.33,365,30,1000.0
00307,40.00, 52, 1,1000.0
00308, 1.25,365, 4,1000.0
00309, 1.25,  4, 4,1000.0
00310, 5.00,365, 1,1000.0
00311, 6.67, 52, 3,1000.0
00312, 6.00,  1, 5,1000.0
00313,10.00, 52, 4,1000.0
00314, 2.50, 12, 2,1000.0
00315, 7.14,  1, 7,1000.0
00316,10.00, 12, 3,1000.0
00317, 1.00,  4, 5,1000.0
00318, 2.00,365, 5,1000.0
00319, 0.50,365,10,1000.0
00320, 1.00, 12,30,1000.0
00321, 2.00,  1, 5,1000.0
00322, 4.29,365, 7,1000.0
00323, 4.29,  1, 7,1000.0
00324, 5.00, 52,10,1000.0
00325,12.50,365, 4,1000.0
00326,20.00,  4, 2,1000.0
00327,10.00, 12, 1,1000.0
00328, 3.33,365, 3,1000.0
00329,50.00,  1, 1,1000.0
00330, 8.00,  4, 5,1000.0
00331,10.00, 12, 4,1000.0
00332, 3.33,365, 3,1000.0
00333, 2.00, 12, 5,1000.0
00334,40.00,  4, 1,1000.0
00335,10.00, 12, 4,1000.0
00336, 3.00,365,10,1000.0
00337, 0.67,365,30,1000.0
00338,30.00, 52, 1,1000.0
00339,10.00,  4, 2,1000.0
00340, 1.67, 12,30,1000.0
00341,20.00,  4, 2,1000.0
00342, 0.33,365,30,1000.0
00343, 1.25,365, 4,1000.0
00344,13.33, 52, 3,1000.0
00345, 5.00,  4,10,1000.0
00346, 5.00,  1, 1,1000.0
00347, 1.43,  1, 7,1000.0
00348, 1.33, 12,30,1000.0
00349,20.00,  1, 2,1000.0
00350, 0.33,  4,30,1000.0
00351, 2.86, 52, 7,1000.0
00352,12.50,365, 4,1000.0
00353,20.00, 52, 1,1000.0
00354, 5.71,  4, 7,1000.0
00355,20.00, 52, 1,1000.0
00356, 1.00,  1,10,1000.0
00357, 5.71, 12, 7,1000.0
00358, 5.00,365, 2,1000.0
00359, 7.50,  4, 4,1000.0
00360, 1.25,  4, 4,1000.0
00361, 1.67, 12, 3,1000.0
00362, 7.50,  1, 4,1000.0
00363,12.50,  4, 4,1000.0
00364,10.00,  4, 2,1000.0
00365, 7.14, 12, 7,1000.0
00366,10.00,  1, 2,1000.0
00367, 3.33, 12, 3,1000.0
00368, 1.33, 52,30,1000.0
00369, 0.33, 52,30,1000.0
00370, 0.50, 12,10,1000.0
00371,10.00, 12, 4,1000.0
00372, 8.00, 12, 5,1000.0
00373,20.00,  1, 1,1000.0
00374, 7.50, 12, 4,1000.0
00375, 1.00,365, 5,1000.0
00376, 1.43,  4, 7,1000.0
00377, 5.71, 12, 7,1000.0
00378, 5.00,365, 4,1000.0
00379, 5.00, 12, 1,1000.0
00380, 2.50, 52, 4,1000.0
00381, 5.00, 52, 2,1000.0
00382, 1.67, 12,30,1000.0
00383, 0.50, 12,10,1000.0
00384, 7.14, 52, 7,1000.0
00385, 8.00,365, 5,1000.0
00386, 1.33,365,30,1000.0
00387, 1.43, 12, 7,1000.0
00388,50.00, 52, 1,1000.0
00389,25.00,  4, 2,1000.0
00390,10.00,  4, 4,1000.0
00391, 5.00,  4, 2,1000.0
00392,40.00,  1, 1,1000.0
00393,10.00,365, 4,1000.0
00394, 1.00,365, 5,1000.0
00395, 4.00,  4,10,1000.0
00396,50.00,  4, 1,1000.0
00397, 8.00,  1, 5,1000.0
00398, 4.00, 12,10,1000.0
00399,30.00,  1, 1,1000.0
00400,20.00, 52, 1,1000.0
00401, 1.25,  4, 4,1000.0
00402, 1.00, 52,30,1000.0
00403, 5.00,  4,10,1000.0
00404, 4.29, 52, 7,1000.0
00405, 7.50,  4, 4,1000.0
00406,10.00,  1, 1,1000.0
00407,10.00, 12, 1,1000.0
00408,10.00, 12, 3,1000.0
00409,20.00,  4, 2,1000.0
00410,10.00,  1, 3,1000.0
00411,12.50, 12, 4,1000.0
00412,16.67,  1, 3,1000.0
00413,50.00,  4, 1,1000.0
00414,30.00, 12, 1,1000.0
00415, 7.50, 12, 4,1000.0
00416, 4.00,365, 5,1000.0
00417, 1.00,365, 5,1000.0
00418, 1.67,  1, 3,1000.0
00419, 2.50,365, 4,1000.0
00420,13.33, 12, 3,1000.0
00421,16.67,  4, 3,1000.0
00422,10.00,365, 5,1000.0
00423, 5.00,365, 2,1000.0
00424,10.00,  1, 5,1000.0
00425, 2.50,365, 4,1000.0
00426, 5.00, 12,10,1000.0
00427, 0.17,365,30,1000.0
00428, 7.14,  1, 7,1000.0
00429, 5.00,365, 2,1000.0
00430, 1.67,365, 3,1000.0
00431, 2.50,  4, 2,1000.0
00432,10.00,  4, 4,1000.0
00433,30.00, 12, 1,1000.0
00434, 2.86, 52, 7,1000.0
00435, 7.14,365, 7,1000.0
00436, 8.00,  4, 5,1000.0
00437, 3.33,  4, 3,1000.0
00438, 0.17,  1,30,1000.0
00439, 8.00,  4, 5,1000.0
00440,20.00,365, 2,1000.0
00441, 7.14,365, 7,1000.0
00442, 1.25,365, 4,1000.0
00443, 0.50, 52,10,1000.0
00444, 1.43, 12, 7,1000.0
00445, 0.33, 52,30,1000.0
00446, 3.33,365, 3,1000.0
00447,40.00, 12, 1,1000.0
00448,20.00,  4, 2,1000.0
00449, 1.33, 52,30,1000.0
00450,10.00, 12, 1,1000.0
00451,20.00,  4, 2,1000.0
00452, 4.00,365, 5,1000.0
00453,10.00, 12, 5,1000.0
00454, 2.50, 52, 2,1000.0
00455, 0.50,  4,10,1000.0
00456, 1.43, 52, 7,1000.0
00457, 6.00,  4, 5,1000.0
00458, 5.00,365, 2,1000.0
00459, 8.00,  1, 5,1000.0
00460, 5.00,  1, 4,1000.0
00461, 1.00, 52,10,1000.0
00462,10.00, 52, 4,1000.0
00463, 0.50,  4,10,1000.0
00464, 5.71,365, 7,1000.0
00465, 1.00, 52,10,1000.0
00466, 5.00,  1,10,1000.0
00467, 1.00, 12, 5,1000.0
00468, 0.17, 52,30,1000.0
00469, 5.00, 52,10,1000.0
00470,40.00,  4, 1,1000.0
00471, 1.00, 12,30,1000.0
00472, 7.14, 52, 7,1000.0
00473, 0.17,  4,30,1000.0
00474, 7.50, 12, 4,1000.0
00475, 6.00,  1, 5,1000.0
00476,20.00,  1, 1,1000.0
00477,10.00,  1, 5,1000.0
00478, 1.67,365, 3,1000.0
00479, 1.43,365, 7,1000.0
00480,10.00, 52, 5,1000.0
00481, 2.00, 52, 5,1000.0
00482, 0.67,  4,30,1000.0
00483, 1.67,  4, 3,1000.0
00484,30.00,365, 1,1000.0
00485, 3.33, 12, 3,1000.0
00486, 5.71,  1, 7,1000.0
00487,50.00,  4, 1,1000.0
00488, 3.00, 52,10,1000.0
00489, 5.00,  1, 4,1000.0
00490,10.00,  1, 1,1000.0
00491, 1.00,365,30,1000.0
00492, 1.00,365, 5,1000.0
00493, 1.00,  1,10,1000.0
00494, 1.67, 52, 3,1000.0
00495, 4.00,  4,10,1000.0
00496, 5.00,365, 1,1000.0
00497, 4.00, 12,10,1000.0
00498, 0.67, 12,30,1000.0
00499, 1.25, 12, 4,1000.0
00500, 7.50,  4, 4,1000.0
00501, 5.00,  1, 2,1000.0
00502, 0.17,  1,30,1000.0
00503, 3.00, 52,10,1000.0
00504, 0.17,  4,30,1000.0
00505,16.67, 52, 3,1000.0
00506, 1.00,  4,30,1000.0
00507, 0.50,  1,10,1000.0
00508,15.00,365, 2,1000.0
00509,10.00, 52, 4,1000.0
00510, 5.71,365, 7,1000.0
00511, 1.00, 52,30,1000.0
00512,10.00, 12, 3,1000.0
00513,12.50,  1, 4,1000.0
00514, 5.00,  4, 4,1000.0
00515, 1.00, 12, 5,1000.0
00516, 7.14,  1, 7,1000.0
00517, 5.00,  4,10,1000.0
00518, 2.00, 12,10,1000.0
00519, 2.86,365, 7,1000.0
00520,16.67,  4, 3,1000.0
00521, 1.33, 52,30,1000.0
00522,10.00,  4, 1,1000.0
00523, 1.25,  1, 4,1000.0
00524, 1.00, 52,10,1000.0
00525, 0.67,  1,30,1000.0
00526, 2.00, 12, 5,1000.0
00527, 4.29,  4, 7,1000.0
00528,25.00, 52, 2,1000.0
00529, 4.00,  4,10,1000.0
00530,30.00,365, 1,1000.0
00531, 0.50, 52,10,1000.0
00532, 0.71,  1, 7,1000.0
00533, 2.00,365,10,1000.0
00534, 1.67, 12,30,1000.0
00535,40.00,  4, 1,1000.0
00536,10.00, 52, 2,1000.0
00537, 6.67,365, 3,1000.0
00538, 3.33,  4, 3,1000.0
00539, 0.17, 12,30,1000.0
00540, 1.67,  1, 3,1000.0
00541, 4.29, 52, 7,1000.0
00542,15.00, 12, 2,1000.0
00543, 0.71, 52, 7,1000.0
00544, 2.86,  1, 7,1000.0
00545,20.00,  4, 2,1000.0
00546, 3.00,  4,10,1000.0
00547, 1.00,  4,30,1000.0
00548, 1.67, 12,30,1000.0
00549,10.00,  4, 2,1000.0
00550, 3.00,  4,10,1000.0
00551,10.00,365, 1,1000.0
00552, 8.00,  1, 5,1000.0
00553, 1.00, 52,10,1000.0
00554, 0.50, 12,10,1000.0
00555,12.50,  4, 4,1000.0
00556, 1.00, 12,30,1000.0
00557,10.00,  1, 2,1000.0
00558, 2.50, 52, 2,1000.0
00559, 2.50, 12, 2,1000.0
00560, 2.50, 12, 4,1000.0
00561,30.00,  1, 1,1000.0
00562,20.00, 52, 1,1000.0
00563,30.00, 52, 1,1000.0
00564, 0.50, 12,10,1000.0
00565, 2.00,  1,10,1000.0
00566, 1.43, 12, 7,1000.0
00567,30.00, 12, 1,1000.0
00568, 8.00, 52, 5,1000.0
00569,16.67,  4, 3,1000.0
00570, 1.43,365, 7,1000.0
00571,13.33, 52, 3,1000.0
00572,40.00,  1, 1,1000.0
00573, 3.00, 52,10,1000.0
00574,25.00,  4, 2,1000.0
00575, 0.71, 12, 7,1000.0
00576,16.67, 52, 3,1000.0
00577, 2.50, 52, 2,1000.0
00578, 1.33, 12,30,1000.0
00579, 3.33,  4, 3,1000.0
00580, 0.33,  1,30,1000.0
00581, 5.00,365, 2,1000.0
00582,25.00, 52, 2,1000.0
00583, 0.33,365,30,1000.0
00584, 3.00,365,10,1000.0
00585,10.00, 12, 3,1000.0
00586, 5.00,  1,10,1000.0
00587, 2.00, 12, 5,1000.0
00588, 0.17,365,30,1000.0
00589,25.00,  1, 2,1000.0
00590, 5.00, 12,10,1000.0
00591, 1.67,  1,30,1000.0
00592,50.00,  4, 1,1000.0
00593, 1.67,  1,30,1000.0
00594,10.00, 12, 5,1000.0
00595,15.00, 12, 2,1000.0
00596,10.00,365, 4,1000.0
00597, 0.67,365,30,1000.0
00598, 6.67,  4, 3,1000.0
00599, 5.00, 52,10,1000.0
00600, 0.67, 52,30,1000.0
00601,40.00,365, 1,1000.0
00602, 1.25,  1, 4,1000.0
00603, 8.00,  4, 5,1000.0
00604, 1.67, 12, 3,1000.0
00605,10.00, 52, 4,1000.0
00606, 2.50,365, 4,1000.0
00607, 0.67, 52,30,1000.0
00608, 0.71,  1, 7,1000.0
00609,16.67, 12, 3,1000.0
00610, 0.17, 12,30,1000.0
00611,20.00,  1, 2,1000.0
00612,10.00,  4, 5,1000.0
00613,16.67,  4, 3,1000.0
00614, 0.71,365, 7,1000.0
00615,12.50, 12, 4,1000.0
00616, 1.33, 12,30,1000.0
00617, 5.71,  1, 7,1000.0
00618, 5.00, 12, 4,1000.0
00619,10.00,  1, 2,1000.0
00620,10.00,365, 3,1000.0
00621, 4.00,  1,10,1000.0
00622, 0.71,  4, 7,1000.0
00623, 0.50,  4,10,1000.0
00624, 2.86,  1, 7,1000.0
00625, 0.17,  4,30,1000.0
00626, 2.86, 52, 7,1000.0
00627, 1.67,365, 3,1000.0
00628, 1.43, 12, 7,1000.0
00629,30.00,365, 1,1000.0
00630,10.00,  1, 4,1000.0
00631,50.00, 52, 1,1000.0
00632, 2.00, 12,10,1000.0
00633, 0.17,365,30,1000.0
00634, 1.00,  4,30,1000.0
00635, 2.00, 52,10,1000.0
00636, 7.14, 12, 7,1000.0
00637, 5.00,  1, 4,1000.0
00638, 2.50, 52, 4,1000.0
00639, 1.00,365,10,1000.0
00640,25.00,  1, 2,1000.0
00641,30.00, 12, 1,1000.0
00642,10.00, 12, 5,1000.0
00643, 0.50,  4,10,1000.0
00644, 2.00, 12, 5,1000.0
00645, 0.50,  4,10,1000.0
00646, 0.71, 52, 7,1000.0
00647, 1.00,365,10,1000.0
00648, 2.00, 12, 5,1000.0
00649, 5.00,  1, 4,1000.0
00650, 0.71, 12, 7,1000.0
00651, 0.71,  4, 7,1000.0
00652,40.00,  4, 1,1000.0
00653,10.00,365, 1,1000.0
00654, 2.50,  1, 4,1000.0
00655, 1.00,  1, 5,1000.0
00656, 5.00, 12, 4,1000.0
00657,10.00,365, 4,1000.0
00658, 5.00,  1, 2,1000.0
00659, 2.50, 52, 4,1000.0
00660,16.67,365, 3,1000.0
00661, 5.00, 12, 4,1000.0
00662,25.00,365, 2,1000.0
00663, 1.67,365, 3,1000.0
00664, 7.14,  4, 7,1000.0
00665, 6.00, 52, 5,1000.0
00666, 4.00,365, 5,1000.0
00667, 2.50, 52, 2,1000.0
00668, 6.67, 52, 3,1000.0
00669, 5.00, 12, 1,1000.0
00670, 1.00, 12,10,1000.0
00671,20.00,365, 2,1000.0
00672, 0.50,365,10,1000.0
00673, 5.71,  4, 7,1000.0
00674,12.50,  4, 4,1000.0
00675, 1.33, 12,30,1000.0
00676, 7.50,  4, 4,1000.0
00677,10.00, 12, 3,1000.0
00678,10.00, 12, 2,1000.0
00679, 0.50, 12,10,1000.0
00680, 0.33, 52,30,1000.0
00681, 4.29, 52, 7,1000.0
00682, 8.00, 12, 5,1000.0
00683,20.00,  4, 2,1000.0
00684, 0.50, 12,10,1000.0
00685, 7.50, 12, 4,1000.0
00686,13.33,  4, 3,1000.0
00687, 1.67, 52, 3,1000.0
00688, 1.00, 52,10,1000.0
00689,10.00,  1, 3,1000.0
00690, 2.50, 52, 4,1000.0
00691, 1.67,  4, 3,1000.0
00692, 1.67, 52,30,1000.0
00693, 0.50, 12,10,1000.0
00694,10.00,365, 4,1000.0
00695, 1.33,  1,30,1000.0
00696, 4.00, 52, 5,1000.0
00697, 0.67,  4,30,1000.0
00698, 2.00, 52,10,1000.0
00699, 3.00,  4,10,1000.0
00700, 5.00,  1, 1,1000.0
00701, 1.00,  1,10,1000.0
00702, 4.00,  4, 5,1000.0
00703, 1.43, 12, 7,1000.0
00704,30.00, 12, 1,1000.0
00705, 2.00,  1,10,1000.0
00706,12.50, 52, 4,1000.0
00707,15.00,  1, 2,1000.0
00708, 2.00, 52,10,1000.0
00709, 0.50,  1,10,1000.0
00710,10.00,  4, 1,1000.0
00711, 7.50, 12, 4,1000.0
00712, 2.50, 12, 2,1000.0
00713,12.50,  1, 4,1000.0
00714, 1.25, 12, 4,1000.0
00715, 0.33, 52,30,1000.0
00716, 5.00,  4, 4,1000.0
00717, 6.67,  1, 3,1000.0
00718, 4.00, 52, 5,1000.0
00719, 5.00,365, 2,1000.0
00720, 2.50, 12, 2,1000.0
00721, 6.00,  4, 5,1000.0
00722,10.00,365, 2,1000.0
00723, 1.43,  4, 7,1000.0
00724,10.00, 52, 4,1000.0
00725, 0.50,  1,10,1000.0
00726,10.00, 12, 4,1000.0
00727, 5.00,365, 2,1000.0
00728,10.00,365, 1,1000.0
00729, 1.00,  4,10,1000.0
00730, 4.00,  1,10,1000.0
00731,10.00, 52, 4,1000.0
00732,13.33,  1, 3,1000.0
00733, 0.17,365,30,1000.0
00734,10.00, 12, 4,1000.0
00735, 5.71,  1, 7,1000.0
00736, 2.50, 52, 4,1000.0
00737, 4.29, 52, 7,1000.0
00738, 2.00, 52, 5,1000.0
00739, 2.00, 52, 5,1000.0
00740, 2.00,  4,10,1000.0
00741, 2.50,  1, 2,1000.0
00742,40.00,  4, 1,1000.0
00743, 1.00,365, 5,1000.0
00744, 5.00,365, 1,1000.0
00745, 3.33,  1, 3,1000.0
00746, 4.29, 52, 7,1000.0
00747,15.00,365, 2,1000.0
00748, 7.14,365, 7,1000.0
00749, 2.00, 52, 5,1000.0
00750, 8.00, 52, 5,1000.0
00751, 5.00, 12, 2,1000.0
00752,15.00,  1, 2,1000.0
00753,20.00,  1, 2,1000.0
00754,20.00,365, 2,1000.0
00755, 2.50,  1, 2,1000.0
00756,25.00,  1, 2,1000.0
00757, 1.43, 52, 7,1000.0
00758, 7.50,  1, 4,1000.0
00759, 2.50,  1, 4,1000.0
00760, 1.43, 52, 7,1000.0
00761, 5.00,  1, 1,1000.0
00762, 0.17, 12,30,1000.0
00763,30.00,  1, 1,1000.0
00764, 0.71,365, 7,1000.0
00765, 1.33, 12,30,1000.0
00766, 6.67,  1, 3,1000.0
